"Nom de la Station","L'ASSOMPTION"
"Province","QUÉBEC"
"Latitude","45,81"
"Longitude","-73,43"
"Altitude","21,00"
"ID climatologique","7014160"
"ID de l'OMM","71524"
"ID de TC","WEW"

"Légende"
"B","Plus d'une occurrence et estimatif"
"E","Valeur estimée"
"M","Données manquantes"
"S","Plus d'une occurrence"
"T","Trace"
"[vide]","Aucune donnée disponible"
"^","La valeur affichée est basée sur des données incomplètes"

"Date/Heure","Année","Mois","Temp max.moy.(°C)","Temp max. moy. Indicateur","Temp min.moy.(°C)","Temp min. moy. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","Temp max.ext.(°C)","Temp max. ext. Indicateur","Temp min.ext.(°C)","Temp min. ext. Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol, dernier jour (cm)","Neige au sol, dernier jour Indicateur","Dir. raf. max. (10's deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"1930-01","1930","01","-4,3","","-15,2","","-9,8","","5,6","","-27,8","","65,0","","35,6","","100,6","","","",,"",,""
"1930-02","1930","02","-4,0","","-17,7","","-10,9","","6,1","","-40,0","","11,7","","22,4","","34,0","","","",,"",,""
"1930-03","1930","03","0,6","","-8,5","","-4,0","","6,1","","-23,9","","29,0","","12,2","","41,1","","","",,"",,""
"1930-04","1930","04","9,7","","-2,6","","3,6","","21,1","","-8,9","","48,0","","6,4","","54,4","","","",,"",,""
"1930-05","1930","05","18,9","","6,3","","12,6","","31,7","","-1,1","","94,2","","0,0","","94,2","","","",,"",,""
"1930-06","1930","06","24,8","","13,8","","19,3","","31,7","","2,2","","74,9","","0,0","","74,9","","","",,"",,""
"1930-07","1930","07","24,9","","13,2","","19,1","","30,6","","5,0","","114,6","","0,0","","114,6","","","",,"",,""
"1930-08","1930","08","23,8","","11,3","","17,6","","29,4","","3,9","S","54,9","","0,0","","54,9","","","",,"",,""
"1930-09","1930","09","19,8","","9,1","","14,5","","29,4","","1,1","","77,5","","0,0","","77,5","","","",,"",,""
"1930-10","1930","10","14,2","","2,1","","8,2","","27,2","","-7,8","","27,9","","0,0","","27,9","","","",,"",,""
"1930-11","1930","11","7,2","","-1,4","","2,9","","13,3","","-16,7","","35,8","","13,5","","49,3","","","",,"",,""
"1930-12","1930","12","-2,6","","-11,6","","-7,1","","3,3","","-32,8","","11,4","","35,6","","47,0","","","",,"",,""
"1931-01","1931","01","-6,9","","-18,3","","-12,6","","2,2","","-40,0","","9,7","","56,6","","66,3","","","",,"",,""
"1931-02","1931","02","-3,4","","-17,6","","-10,5","","3,9","S","-35,6","","3,8","","18,3","","22,1","","","",,"",,""
"1931-03","1931","03","4,7","","-5,3","","-0,3","","9,4","S","-17,8","","20,6","","12,2","","32,8","","","",,"",,""
"1931-04","1931","04","14,5","","-0,7","","6,9","","27,2","","-7,2","","54,4","","0,0","","54,4","","","",,"",,""
"1931-05","1931","05","19,7","","5,7","","12,7","","29,4","","-5,6","","67,6","","0,0","","67,6","","","",,"",,""
"1931-06","1931","06","24,2","","10,3","","17,3","","32,8","","3,9","S","65,8","","0,0","","65,8","","","",,"",,""
"1931-07","1931","07","27,8","","15,8","","21,8","","35,0","","10,0","","76,5","","0,0","","76,5","","","",,"",,""
"1931-08","1931","08","25,7","","11,9","","18,8","","33,3","","5,0","","47,8","","0,0","","47,8","","","",,"",,""
"1931-09","1931","09","22,4","","8,7","","15,6","","36,7","","-0,6","","95,3","","0,0","","95,3","","","",,"",,""
"1931-10","1931","10","16,6","","4,3","","10,5","","26,7","","-3,9","","51,1","","0,0","","51,1","","","",,"",,""
"1931-11","1931","11","8,9","","-1,1","","3,9","","18,9","","-9,4","","45,5","","0,8","","46,2","","","",,"",,""
"1931-12","1931","12","-0,6","","-11,4","","-6,0","","10,0","","-23,9","","25,4","","20,8","","46,2","","","",,"",,""
"1932-01","1932","01","1,6","","-8,6","","-3,5","","12,8","","-20,0","","85,3","","19,8","","105,2","","","",,"",,""
"1932-02","1932","02","-5,0","","-15,0","","-10,0","","5,6","S","-27,8","","22,1","","44,7","","66,8","","","",,"",,""
"1932-03","1932","03","-1,1","","-10,4","","-5,8","","6,7","","-24,4","","34,8","","116,1","","150,9","","","",,"",,""
"1932-04","1932","04","7,8","","-2,2","","2,8","","21,1","S","-13,9","","61,2","","26,2","","87,4","","","",,"",,""
"1932-05","1932","05","20,3","","4,6","","12,5","","32,8","","-6,7","","30,0","","2,0","","32,0","","","",,"",,""
"1932-06","1932","06","23,7","","9,4","","16,6","","30,6","","1,7","S","123,2","","0,0","","123,2","","","",,"",,""
"1932-07","1932","07","25,3","","12,5","","18,9","","30,0","","5,0","","59,4","","0,0","","59,4","","","",,"",,""
"1932-08","1932","08","26,4","","13,6","","20,0","","32,8","","5,0","","85,6","","0,0","","85,6","","","",,"",,""
"1932-09","1932","09","20,9","","8,3","","14,6","","32,2","","-2,8","","43,2","","0,0","","43,2","","","",,"",,""
"1932-10","1932","10","13,2","","3,1","","8,2","","25,0","","-6,1","","121,7","","0,0","","121,7","","","",,"",,""
"1932-11","1932","11","2,6","","-7,3","","-2,4","","12,8","","-22,2","","86,6","","11,2","","97,8","","","",,"",,""
"1932-12","1932","12","0,2","","-10,3","","-5,1","","11,1","","-33,3","","40,1","","31,8","","71,9","","","",,"",,""
"1933-01","1933","01","-0,2","","-10,3","","-5,3","","6,7","","-22,2","","27,2","","26,2","","53,3","","","",,"",,""
"1933-02","1933","02","-2,1","","-11,7","","-6,9","","5,0","","-27,2","","14,7","","35,6","","50,3","","","",,"",,""
"1933-03","1933","03","0,6","","-10,8","","-5,1","","8,9","","-20,6","","5,1","","86,9","","91,9","","","",,"",,""
"1933-04","1933","04","10,6","","-0,6","","5,0","","17,8","S","-5,6","","94,0","","1,8","","95,8","","","",,"",,""
"1933-05","1933","05","19,2","","5,6","","12,4","","28,3","","-3,3","","149,9","","0,0","","149,9","","","",,"",,""
"1933-06","1933","06","25,7","","10,8","","18,3","","35,0","","1,1","","57,9","","0,0","","57,9","","","",,"",,""
"1933-07","1933","07","25,6","","12,8","","19,2","","31,1","","6,7","","117,9","","0,0","","117,9","","","",,"",,""
"1933-08","1933","08","24,6","","11,6","","18,1","","28,9","S","6,7","S","124,0","","0,0","","124,0","","","",,"",,""
"1933-09","1933","09","20,9","","8,4","","14,7","","28,3","","0,6","","33,5","","0,0","","33,5","","","",,"",,""
"1933-10","1933","10","12,1","","1,6","","6,9","","20,6","","-12,2","","51,8","","30,5","","82,3","","","",,"",,""
"1933-11","1933","11","-0,5","","-10,5","","-5,5","","13,9","","-24,4","S","50,3","","35,6","","85,9","","","",,"",,""
"1933-12","1933","12","-9,1","","-20,4","","-14,8","","2,8","","-42,8","","0,0","","50,8","","50,8","","","",,"",,""
"1934-01","1934","01","-7,4","","-18,9","","-13,2","","2,8","S","-37,8","S","14,2","","54,6","","68,8","","","",,"",,""
"1934-02","1934","02","-12,0","","-27,4","","-19,7","","-0,6","S","-43,3","","0,0","","81,3","","81,3","","","",,"",,""
"1934-03","1934","03","-1,3","","-12,5","","-6,9","","5,6","","-25,0","","74,9","","21,6","","96,5","","","",,"",,""
"1934-04","1934","04","9,5","","-1,1","","4,2","","23,9","","-11,7","","61,7","","0,0","T","61,7","","","",,"",,""
"1934-05","1934","05","21,3","","4,8","","13,1","","30,6","","-3,3","","29,7","","0,0","","29,7","","","",,"",,""
"1934-06","1934","06","24,2","","11,7","","18,0","","33,9","","1,1","","154,9","","0,0","","154,9","","","",,"",,""
"1934-07","1934","07","27,9","","13,0","","20,5","","32,2","S","7,2","","61,0","","0,0","","61,0","","","",,"",,""
"1934-08","1934","08","24,4","","9,4","","16,9","","32,8","","2,2","","60,5","","0,0","","60,5","","","",,"",,""
"1934-09","1934","09","21,7","","11,6","","16,7","","28,9","","3,9","","117,6","","0,0","","117,6","","","",,"",,""
"1934-10","1934","10","11,1","","1,0","","6,1","","18,3","","-3,9","S","45,0","","0,0","","45,0","","","",,"",,""
"1934-11","1934","11","5,8","","-1,6","","2,1","","13,9","S","-12,2","","79,0","","1,3","","80,3","","","",,"",,""
"1934-12","1934","12","-6,3","","-16,7","","-11,5","","6,1","","-33,3","","17,3","","83,8","","101,1","","","",,"",,""
"1935-01","1935","01","-8,4","","-22,6","","-15,5","","4,4","","-41,1","","29,7","","86,4","","116,1","","","",,"",,""
"1935-02","1935","02","-6,0","","-18,9","","-12,5","","2,2","","-35,0","","15,7","","63,5","","79,2","","","",,"",,""
"1935-03","1935","03","0,6","","-11,2","","-5,3","","10,0","","-28,3","S","16,5","","10,2","","26,7","","","",,"",,""
"1935-04","1935","04","10,8","","0,4","","5,6","","26,7","","-8,3","","75,2","","1,3","","76,5","","","",,"",,""
"1935-05","1935","05","16,9","","3,2","","10,1","","27,8","","-2,2","","34,5","","0,0","","34,5","","","",,"",,""
"1935-06","1935","06","23,5","","11,5","","17,5","","28,3","","5,0","","106,9","","0,0","","106,9","","","",,"",,""
"1935-07","1935","07","27,9","","14,3","","21,1","","34,4","","6,7","S","184,9","","0,0","","184,9","","","",,"",,""
"1935-08","1935","08","25,8","","12,7","","19,3","","33,9","S","5,0","","100,8","","0,0","","100,8","","","",,"",,""
"1935-09","1935","09","18,1","","6,3","","12,2","","25,6","","-0,6","S","130,6","","0,0","","130,6","","","",,"",,""
"1935-10","1935","10","13,5","","1,6","","7,6","","23,3","","-5,6","","46,0","","0,0","","46,0","","","",,"",,""
"1935-11","1935","11","6,1","","-2,1","","2,0","","16,7","","-11,1","S","78,5","","1,3","","79,8","","","",,"",,""
"1935-12","1935","12","-6,8","","-14,8","","-10,8","","2,2","","-32,2","","0,0","","19,1","","19,1","","","",,"",,""
"1936-01","1936","01","-7,6","","-20,1","","-13,9","","2,8","","-38,3","","11,2","","67,3","","78,5","","","",,"",,""
"1936-02","1936","02","-8,1","","-21,0","","-14,6","","4,4","","-36,1","","0,5","","53,3","","53,8","","","",,"",,""
"1936-03","1936","03","4,0","","-6,0","","-1,0","","12,8","","-31,1","","104,1","","12,7","","116,8","","","",,"",,""
"1936-04","1936","04","8,3","","-0,2","","4,1","","22,8","","-6,7","","88,4","","2,5","","90,9","","","",,"",,""
"1936-05","1936","05","18,6","","5,5","","12,1","","30,6","","-3,9","","75,9","","0,0","T","75,9","","","",,"",,""
"1936-06","1936","06","24,3","","9,8","","17,1","","31,1","S","1,7","S","54,4","","0,0","","54,4","","","",,"",,""
"1936-07","1936","07","25,7","","12,3","","19,0","","32,8","","5,0","","83,1","","0,0","","83,1","","","",,"",,""
"1936-08","1936","08","23,3","","11,6","","17,5","","30,0","","4,4","S","118,6","","0,0","","118,6","","","",,"",,""
"1936-09","1936","09","20,4","","7,9","","14,2","","29,4","","-2,8","S","53,1","","0,0","","53,1","","","",,"",,""
"1936-10","1936","10","11,3","","1,5","","6,4","","22,2","","-10,6","","158,5","","0,8","","159,3","","","",,"",,""
"1936-11","1936","11","0,7","","-7,8","","-3,6","","17,2","","-23,3","","49,3","","41,9","","91,2","","","",,"",,""
"1936-12","1936","12","-2,3","","-13,0","","-7,7","","8,3","","-31,7","","56,6","","16,5","","73,2","","","",,"",,""
"1937-01","1937","01","-2,1","","-12,1","","-7,1","","8,3","","-28,9","","71,4","","35,6","","106,9","","","",,"",,""
"1937-02","1937","02","-2,2","","-13,2","","-7,7","","6,1","","-28,9","","29,2","","43,9","","73,2","","","",,"",,""
"1937-03","1937","03","-1,6","","-12,6","","-7,1","","5,6","","-25,0","","0,0","","70,1","","70,1","","","",,"",,""
"1937-04","1937","04","10,6","","-1,9","","4,4","","23,3","","-12,8","","66,0","","2,5","","68,6","","","",,"",,""
"1937-05","1937","05","20,3","","6,5","","13,4","","32,2","","0,0","","66,8","","0,0","","66,8","","","",,"",,""
"1937-06","1937","06","24,8","","10,9","","17,9","","30,0","","6,7","S","77,7","","0,0","","77,7","","","",,"",,""
"1937-07","1937","07","27,8","","14,2","","21,0","","33,3","","8,3","S","103,6","","0,0","","103,6","","","",,"",,""
"1937-08","1937","08","28,2","","15,6","","21,9","","32,8","","7,2","","136,4","","0,0","","136,4","","","",,"",,""
"1937-09","1937","09","20,6","","7,4","","14,0","","32,2","","-0,6","","72,1","","0,0","","72,1","","","",,"",,""
"1937-10","1937","10","12,4","","1,4","","6,9","","25,0","","-7,8","","94,7","","0,0","","94,7","","","",,"",,""
"1937-11","1937","11","5,0","","-3,1","","1,0","","12,2","","-8,9","S","73,9","","0,0","","73,9","","","",,"",,""
"1937-12","1937","12","-4,3","","-15,6","","-10,0","","3,9","","-34,4","","0,0","","91,4","","91,4","","","",,"",,""
"1938-01","1938","01","-7,3","","-20,8","","-14,1","","6,7","","-38,3","","40,6","","44,5","","85,1","","","",,"",,""
"1938-02","1938","02","-5,0","","-16,2","","-10,6","","2,8","","-32,2","","20,1","","25,1","","45,2","","","",,"",,""
"1938-03","1938","03","0,4","","-12,6","","-6,1","","10,0","","-40,6","","39,1","","31,8","","70,9","","","",,"",,""
"1938-04","1938","04","11,7","","0,1","","5,9","","26,7","","-15,0","","68,3","","16,0","","84,3","","","",,"",,""
"1938-05","1938","05","19,1","","5,9","","12,5","","25,6","","-1,1","","70,6","","0,0","","70,6","","","",,"",,""
"1938-06","1938","06","25,8","","11,5","","18,7","","33,9","","3,9","","89,7","","0,0","","89,7","","","",,"",,""
"1938-07","1938","07","27,4","","14,2","","20,8","","32,2","S","4,4","","66,5","","0,0","","66,5","","","",,"",,""
"1938-08","1938","08","27,5","","14,3","","20,9","","35,6","","5,0","S","152,9","","0,0","","152,9","","","",,"",,""
"1938-09","1938","09","18,7","","6,9","","12,8","","23,9","S","0,0","S","146,3","","0,0","","146,3","","","",,"",,""
"1938-10","1938","10","15,0","","2,4","","8,7","","25,6","","-3,9","","22,9","","0,0","","22,9","","","",,"",,""
"1938-11","1938","11","6,6","","-3,7","","1,5","","21,7","","-16,1","","33,8","","8,4","","42,2","","","",,"",,""
"1938-12","1938","12","-2,7","","-11,6","","-7,2","","8,3","","-32,2","","57,9","","42,7","","100,6","","","",,"",,""
"1939-01","1939","01","-6,9","","-18,4","","-12,7","","6,1","","-33,9","","22,6","","32,0","","54,6","","","",,"",,""
"1939-02","1939","02","-5,8","","-15,8","","-10,8","","4,4","","-26,7","S","11,4","","96,5","","108,0","","","",,"",,""
"1939-03","1939","03","-1,4","","-13,1","","-7,3","","7,2","","-27,2","","9,4","","35,6","","45,0","","","",,"",,""
"1939-04","1939","04","6,6","","-3,1","","1,8","","14,4","","-12,8","","36,3","","48,3","","84,6","","","",,"",,""
"1939-05","1939","05","18,9","","4,0","","11,5","","29,4","","-2,8","S","48,0","","0,0","","48,0","","","",,"",,""
"1939-06","1939","06","23,6","","10,9","","17,3","","30,6","","2,2","","104,1","","0,0","","104,1","","","",,"",,""
"1939-07","1939","07","26,8","","14,0","","20,4","","33,3","","4,4","","97,8","","0,0","","97,8","","","",,"",,""
"1939-08","1939","08","28,3","","14,1","","21,2","","31,1","","7,8","S","50,8","","0,0","","50,8","","","",,"",,""
"1939-09","1939","09","19,9","","7,3","","13,6","","33,3","","-5,0","","101,1","","0,0","","101,1","","","",,"",,""
"1939-10","1939","10","13,1","","2,4","","7,8","","23,9","","-7,2","","80,3","","0,0","","80,3","","","",,"",,""
"1939-11","1939","11","4,3","","-5,3","","-0,5","","9,4","","-12,2","","39,9","","0,0","","39,9","","","",,"",,""
"1939-12","1939","12","-3,8","","-11,7","","-7,8","","8,3","","-33,3","","60,7","","29,5","","90,2","","","",,"",,""
"1940-01","1940","01","-9,1","","-20,3","","-14,7","","2,2","","-31,7","S","0,0","","46,2","","46,2","","","",,"",,""
"1940-02","1940","02","-4,0","","-18,8","","-11,4","","2,2","","-31,7","","0,0","","35,6","","35,6","","","",,"",,""
"1940-03","1940","03","-0,4","","-11,4","","-5,9","","8,3","","-31,7","","31,5","","56,9","","88,4","","","",,"",,""
"1940-04","1940","04","7,7","","-2,4","","2,7","","22,8","","-11,1","","75,7","","15,2","","90,9","","","",,"",,""
"1940-05","1940","05","18,8","","5,6","","12,2","","27,2","","-2,2","S","61,0","","0,0","","61,0","","","",,"",,""
"1940-06","1940","06","22,7","","11,3","","17,0","","29,4","","2,8","","83,3","","0,0","","83,3","","","",,"",,""
"1940-07","1940","07","27,0","","13,9","","20,5","","32,2","","4,4","","112,0","","0,0","","112,0","","","",,"",,""
"1940-08","1940","08","26,5","","11,9","","19,2","","32,2","","2,8","","57,9","","0,0","","57,9","","","",,"",,""
"1940-09","1940","09","21,0","","8,3","","14,7","","26,7","S","-1,7","","56,9","","0,0","","56,9","","","",,"",,""
"1940-10","1940","10","12,3","","0,1","","6,2","","21,7","","-9,4","S","33,5","","1,3","","34,8","","","",,"",,""
"1940-11","1940","11","3,2","","-3,7","","-0,3","","15,6","","-25,0","","65,5","","38,1","","103,6","","","",,"",,""
"1940-12","1940","12","-4,1","","-14,9","","-9,5","","3,9","","-35,0","","65,8","","29,0","","94,7","","","",,"",,""
"1941-01","1941","01","-8,3","","-19,2","","-13,8","","1,1","","-33,9","","1,3","","50,5","","51,8","","","",,"",,""
"1941-02","1941","02","-3,3","","-14,7","","-9,0","","3,9","","-26,7","","24,9","","14,0","","38,9","","","",,"",,""
"1941-03","1941","03","0,3","","-11,2","","-5,5","","6,7","","-22,8","S","1,0","","29,5","","30,5","","","",,"",,""
"1941-04","1941","04","15,1","","0,9","","8,0","","29,4","","-7,2","","35,8","","0,0","","35,8","","","",,"",,""
"1941-05","1941","05","20,4","","5,4","","12,9","","30,6","","-2,8","","69,9","","0,0","","69,9","","","",,"",,""
"1941-06","1941","06","26,2","","11,1","","18,7","","36,1","","2,2","","40,6","","0,0","","40,6","","","",,"",,""
"1941-07","1941","07","28,0","","14,8","","21,4","","34,4","","8,9","S","105,4","","0,0","","105,4","","","",,"",,""
"1941-08","1941","08","24,8","","10,7","","17,8","","33,3","","3,3","","59,7","","0,0","","59,7","","","",,"",,""
"1941-09","1941","09","21,6","","7,7","","14,7","","29,4","","-2,2","","48,3","","0,0","","48,3","","","",,"",,""
"1941-10","1941","10","11,7","","1,9","","6,8","","19,4","","-7,2","S","123,4","","2,0","","125,5","","","",,"",,""
"1941-11","1941","11","4,2","","-2,3","","1,0","","14,4","","-10,6","S","86,1","","8,6","","94,7","","","",,"",,""
"1941-12","1941","12","-3,0","","-10,3","","-6,7","","8,3","","-27,8","S","50,5","","27,7","","78,2","","","",,"",,""
"1942-01","1942","01","-7,1","","-16,6","","-11,9","","3,9","","-32,2","","34,0","","58,7","","92,7","","","",,"",,""
"1942-02","1942","02","-4,6","","-16,4","","-10,5","","6,7","","-31,7","","1,3","","76,2","","77,5","","","",,"",,""
"1942-03","1942","03","3,4","","-4,5","","-0,6","","6,7","S","-11,1","","54,1","","36,1","","90,2","","","",,"",,""
"1942-04","1942","04","11,8","","1,1","","6,5","","28,9","","-4,4","S","52,1","","17,0","","69,1","","","",,"",,""
"1942-05","1942","05","20,7","","9,3","","15,0","","28,3","","1,7","","91,7","","0,0","","91,7","","","",,"",,""
"1942-06","1942","06","24,8","","12,3","","18,6","","33,3","","2,8","","54,1","","0,0","","54,1","","","",,"",,""
"1942-07","1942","07","26,0","","13,3","","19,7","","32,8","","6,7","","80,3","","0,0","","80,3","","","",,"",,""
"1942-08","1942","08","25,1","","11,9","","18,5","","30,6","","2,2","","74,9","","0,0","","74,9","","","",,"",,""
"1942-09","1942","09","21,0","","8,9","","15,0","","31,1","S","-3,3","","115,3","","0,0","","115,3","","","",,"",,""
"1942-10","1942","10","15,1","","2,8","","9,0","","21,7","","-3,3","","73,7","","0,3","","73,9","","","",,"",,""
"1942-11","1942","11","5,0","","-3,3","","0,9","","14,4","S","-12,8","","68,3","","9,9","","78,2","","","",,"",,""
"1942-12","1942","12","-7,3","","-16,1","","-11,7","","1,7","","-36,1","","4,1","","103,4","","107,4","","","",,"",,""
"1943-01","1943","01","-9,8","","-20,9","","-15,4","","1,7","","-34,4","","1,8","","48,5","","50,3","","","",,"",,""
"1943-02","1943","02","-4,1","","-15,9","","-10,0","","5,0","","-35,0","","24,6","","45,0","","69,6","","","",,"",,""
"1943-03","1943","03","-1,4","","-12,0","","-6,7","","7,2","","-35,0","","36,1","","55,9","","91,9","","","",,"",,""
"1943-04","1943","04","6,1","","-4,7","","0,7","","17,8","S","-16,1","","43,7","","53,6","","97,3","","","",,"",,""
"1943-05","1943","05","17,9","","5,9","","11,9","","26,1","","-2,8","","91,7","","0,0","","91,7","","","",,"",,""
"1943-06","1943","06","23,9","","11,8","","17,9","","31,7","","2,8","S","181,6","","0,0","","181,6","","","",,"",,""
"1943-07","1943","07","27,1","","14,0","","20,6","","33,3","","7,2","","111,8","","0,0","","111,8","","","",,"",,""
"1943-08","1943","08","24,4","","12,4","","18,4","","30,0","S","5,6","S","75,2","","0,0","","75,2","","","",,"",,""
"1943-09","1943","09","19,0","","7,4","","13,2","","30,0","","-2,2","","35,3","","0,0","","35,3","","","",,"",,""
"1943-10","1943","10","13,0","","2,9","","8,0","","22,2","","-6,7","","110,5","","0,3","","110,7","","","",,"",,""
"1943-11","1943","11","4,0","","-3,2","","0,4","","10,0","S","-13,3","","58,9","","14,5","","73,4","","","",,"",,""
"1943-12","1943","12","-7,0","","-16,9","","-12,0","","4,4","","-37,8","S","3,0","","58,7","","61,7","","","",,"",,""
"1944-01","1944","01","-5,0","","-15,0","","-10,0","","5,6","","-32,8","","4,3","","51,1","","55,4","","","",,"",,""
"1944-02","1944","02","-5,1","","-17,8","","-11,5","","6,1","","-33,9","","3,8","","59,2","","63,0","","","",,"",,""
"1944-03","1944","03","-0,8","","-11,9","","-6,4","","7,8","S","-27,2","","30,5","","43,4","","73,9","","","",,"",,""
"1944-04","1944","04","9,1","","-3,1","","3,0","","23,3","","-11,1","","38,1","","29,2","","67,3","","","",,"",,""
"1944-05","1944","05","22,6","","7,4","","15,0","","31,1","","-2,8","","42,4","","0,0","","42,4","","","",,"",,""
"1944-06","1944","06","23,9","","11,3","","17,6","","33,9","","1,7","","105,2","","0,0","","105,2","","","",,"",,""
"1944-07","1944","07","27,4","","14,2","","20,8","","33,3","","5,6","","54,6","","0,0","","54,6","","","",,"",,""
"1944-08","1944","08","28,7","","14,0","","21,4","","37,2","","6,1","","44,5","","0,0","","44,5","","","",,"",,""
"1944-09","1944","09","21,2","","9,5","","15,4","","27,8","","-2,8","","124,5","","0,0","","124,5","","","",,"",,""
"1944-10","1944","10","12,5","","2,1","","7,3","","22,8","","-6,7","","43,7","","0,3","","43,9","","","",,"",,""
"1944-11","1944","11","5,3","","-2,2","","1,6","","18,3","","-13,3","","18,0","","41,4","","59,4","","","",,"",,""
"1944-12","1944","12","-6,8","","-17,4","","-12,1","","3,9","","-35,0","","13,2","","77,0","","90,2","","","",,"",,""
"1945-01","1945","01","-10,3","","-21,9","","-16,1","","1,1","","-36,1","S","16,3","","63,0","","79,2","","","",,"",,""
"1945-02","1945","02","-3,4","","-15,3","","-9,4","","4,4","","-27,8","","34,3","","33,3","","67,6","","","",,"",,""
"1945-03","1945","03","6,4","","-4,4","","1,0","","23,3","","-16,7","S","33,3","","31,0","","64,3","","","",,"",,""
"1945-04","1945","04","14,7","","2,6","","8,7","","27,2","S","-7,8","","138,9","","0,0","","138,9","","","",,"",,""
"1945-05","1945","05","16,4","","5,6","","11,0","","27,8","","-2,2","","177,3","","0,0","","177,3","","","",,"",,""
"1945-06","1945","06","23,7","","10,3","","17,0","","32,8","","-1,7","S","74,9","","0,0","","74,9","","","",,"",,""
"1945-07","1945","07","26,3","","14,2","","20,3","","32,2","","7,8","S","104,9","","0,0","","104,9","","","",,"",,""
"1945-08","1945","08","26,3","","13,4","","19,9","","31,7","","4,4","S","107,4","","0,0","","107,4","","","",,"",,""
"1945-09","1945","09","21,2","","10,2","","15,7","","32,2","S","-2,8","","152,9","","0,0","","152,9","","","",,"",,""
"1945-10","1945","10","11,5","","2,1","","6,8","","21,7","","-3,9","S","111,5","","7,6","","119,1","","","",,"",,""
"1945-11","1945","11","4,0","","-3,3","","0,4","","16,7","","-15,6","S","48,3","","41,7","","89,9","","","",,"",,""
"1945-12","1945","12","-5,5","","-14,7","","-10,1","","3,3","","-28,3","","40,9","","24,6","","65,5","","","",,"",,""
"1946-01","1946","01","-6,7","","-16,4","","-11,6","","7,2","","-31,7","","26,7","","65,0","","91,7","","","",,"",,""
"1946-02","1946","02","-7,4","","-19,7","","-13,6","","6,7","","-34,4","","26,4","","53,1","","79,5","","","",,"",,""
"1946-03","1946","03","7,7","","-3,3","","2,2","","20,6","","-16,7","","32,5","","0,8","","33,3","","","",,"",,""
"1946-04","1946","04","10,9","","-0,1","","5,4","","22,8","","-9,4","","70,9","","7,6","","78,5","","","",,"",,""
"1946-05","1946","05","17,1","","4,9","","11,0","","27,8","","-4,4","","92,7","","0,0","","92,7","","","",,"",,""
"1946-06","1946","06","24,8","","10,8","","17,8","","34,4","","1,7","","50,3","","0,0","","50,3","","","",,"",,""
"1946-07","1946","07","26,7","","12,7","","19,7","","34,4","","3,9","","61,0","","0,0","","61,0","","","",,"",,""
"1946-08","1946","08","24,5","","11,3","","17,9","","33,9","","1,7","","85,9","","0,0","","85,9","","","",,"",,""
"1946-09","1946","09","23,1","","8,8","","16,0","","30,6","","0,0","","132,3","","0,0","","132,3","","","",,"",,""
"1946-10","1946","10","16,2","","3,3","","9,8","","29,4","","-6,7","","81,5","","5,1","","86,6","","","",,"",,""
"1946-11","1946","11","4,9","","-2,1","","1,4","","12,2","S","-20,0","","63,8","","21,8","","85,6","","","",,"",,""
"1946-12","1946","12","-3,6","","-10,9","","-7,3","","8,3","","-31,7","","51,6","","69,3","","120,9","","","",,"",,""
"1947-01","1947","01","-6,2","","-16,7","","-11,5","","5,0","","-33,9","","64,5","","50,8","","115,3","","41","",,"",,""
"1947-02","1947","02","-6,2","","-17,7","","-12,0","","2,2","","-32,8","","0,0","","85,1","","85,1","","66","",,"",,""
"1947-03","1947","03","2,5","","-6,9","","-2,2","","8,9","","-15,6","","27,7","","37,1","","64,8","","0","T",,"",,""
"1947-04","1947","04","7,6","","-2,3","","2,7","","15,6","S","-9,4","","58,9","","34,3","","93,2","","","M",,"",,""
"1947-05","1947","05","15,4","","5,1","","10,3","","25,6","","-4,4","","102,9","","0,0","","102,9","","","M",,"",,""
"1947-06","1947","06","22,7","","10,9","","16,8","","32,8","","1,7","","90,9","","0,0","","90,9","","","M",,"",,""
"1947-07","1947","07","26,9","","16,7","","21,8","","31,1","S","7,8","","144,5","","0,0","","144,5","","","M",,"",,""
"1947-08","1947","08","28,3","","15,2","","21,8","","35,6","","5,6","","42,2","","0,0","","42,2","","","M",,"",,""
"1947-09","1947","09","20,7","","8,4","","14,6","","31,7","","-4,4","S","132,8","","0,0","","132,8","","","M",,"",,""
"1947-10","1947","10","18,3","","5,2","","11,8","","26,1","","-5,0","","32,3","","0,0","","32,3","","","M",,"",,""
"1947-11","1947","11","4,6","","-5,0","","-0,2","","14,4","","-20,0","","69,6","","31,0","","100,6","","23","",,"",,""
"1947-12","1947","12","-5,8","","-15,8","","-10,8","","5,0","","-27,2","","14,7","","30,5","","45,2","","20","",,"",,""
"1948-01","1948","01","-8,9","","-20,0","","-14,5","","2,2","S","-36,1","","0,0","","35,3","","35,3","","56","",,"",,""
"1948-02","1948","02","-6,4","","-21,7","","-14,1","","5,6","S","-38,3","","5,1","","35,1","","40,1","","51","",,"",,""
"1948-03","1948","03","0,9","","-10,7","","-4,9","","11,1","","-27,2","","85,1","","11,7","","96,8","","","M",,"",,""
