x,y,z,anatomy
-0.1386599,-0.4100617,-0.05320925,Head
-0.1411628,-0.4071042,-0.05188191,Head
-0.1342826,-0.4024597,-0.05119404,Head
-0.137216,-0.3998951,-0.04952018,Head
-0.1424082,-0.4075083,-0.05155808,Head
-0.1462118,-0.4106232,-0.05340936,Head
-0.1386098,-0.4001914,-0.04885955,Head
-0.1496051,-0.4110944,-0.05433968,Head
-0.03656425,-0.4729869,-0.1616307,Head
-0.04725452,-0.4895534,-0.1756873,Head
-0.03302213,-0.4834184,-0.1819839,Head
-0.05229048,-0.4797671,-0.1535391,Head
-0.06494963,-0.4844601,-0.1477706,Head
-0.05875249,-0.4937312,-0.1714504,Head
-0.05234551,-0.5032207,-0.1962092,Head
-0.04204967,-0.4995392,-0.1991614,Head
-0.02936194,-0.4940716,-0.2038845,Head
-0.0169668,-0.4776773,-0.1878478,Head
-0.0187933,-0.4665949,-0.1690472,Head
-0.01507962,-0.4889947,-0.2083602,Head
-0.02046599,-0.455309,-0.1522009,Head
-0.03980746,-0.4621653,-0.1433987,Head
-0.02189173,-0.4435409,-0.1373226,Head
-0.04257093,-0.4506426,-0.1274439,Head
-0.05689988,-0.4693756,-0.1336794,Head
-0.06082508,-0.4580321,-0.1164567,Head
-0.07544164,-0.4631959,-0.1081892,Head
-0.07061873,-0.4744133,-0.1265011,Head
-0.06061026,-0.5236712,-0.2496214,Head
-0.05457527,-0.5403875,-0.2684247,Head
-0.05215102,-0.5381547,-0.2700971,Head
-0.06357714,-0.5263039,-0.2476586,Head
-0.04642494,-0.5555878,-0.2873488,Head
-0.04445347,-0.5537031,-0.2888312,Head
-0.04982574,-0.5363171,-0.2713321,Head
-0.05774442,-0.5215352,-0.2510088,Head
-0.04256781,-0.5521399,-0.2899749,Head
-0.04060036,-0.551428,-0.2903325,Head
-0.04753891,-0.5355493,-0.2716101,Head
-0.05502341,-0.5207247,-0.2511811,Head
-0.06597979,-0.5079486,-0.2294262,Head
-0.06936271,-0.5103406,-0.2278588,Head
-0.06283066,-0.5071263,-0.2294982,Head
-0.07073747,-0.4952472,-0.2062569,Head
-0.07418779,-0.4960489,-0.2062098,Head
-0.0779399,-0.4985949,-0.2044216,Head
-0.07285783,-0.5133336,-0.2255685,Head
-0.08184464,-0.5018171,-0.2017803,Head
-0.008321831,-0.5859637,-0.3232744,Head
-0.00932516,-0.6013306,-0.3302262,Head
-0.00591785,-0.6029137,-0.3339067,Head
-0.01245734,-0.5864423,-0.3199366,Head
-0.01640392,-0.5866072,-0.3175385,Head
-0.01263672,-0.5999753,-0.327656,Head
-0.01054539,-0.6081985,-0.333692,Head
-0.007730027,-0.6124805,-0.3373003,Head
-0.004638459,-0.6160295,-0.3411956,Head
-0.002869248,-0.6035169,-0.3370142,Head
-0.004165996,-0.5852697,-0.3262259,Head
-0.002164761,-0.6177909,-0.344217,Head
-0.005849685,-0.5652634,-0.3120862,Head
-0.01152436,-0.567106,-0.3093561,Head
-0.007714994,-0.5457158,-0.2948232,Head
-0.01510974,-0.5485182,-0.2922257,Head
-0.016849,-0.5691161,-0.3063181,Head
-0.02186398,-0.5516386,-0.2893537,Head
-0.02765747,-0.5539153,-0.2872992,Head
-0.0216486,-0.5704983,-0.3041064,Head
-0.1245829,-0.4275909,-0.03946274,Head
-0.131517,-0.4162295,-0.04494551,Head
-0.1258492,-0.413436,-0.0406822,Head
-0.1297006,-0.4299915,-0.04469217,Head
-0.1319745,-0.4014037,-0.04426111,Head
-0.1260694,-0.3982955,-0.04084191,Head
-0.1200437,-0.4098265,-0.03752661,Head
-0.1192866,-0.42426,-0.03527707,Head
-0.1199185,-0.3945108,-0.03848657,Head
-0.1137131,-0.3898361,-0.03816387,Head
-0.1142649,-0.4052533,-0.03670451,Head
-0.1139656,-0.4199836,-0.03364627,Head
-0.1177409,-0.4380933,-0.03300893,Head
-0.1224885,-0.4411574,-0.03825375,Head
-0.1128976,-0.4342321,-0.03048445,Head
-0.1111431,-0.4484392,-0.02937067,Head
-0.1155002,-0.4517781,-0.03258024,Head
-0.1196824,-0.4545127,-0.03856671,Head
-0.1270531,-0.4433427,-0.04445708,Head
-0.1236946,-0.4565099,-0.04542036,Head
-0.0349502,-0.5614223,-0.07413372,Head
-0.05406865,-0.5336559,-0.06732526,Head
-0.03758184,-0.5418652,-0.06133153,Head
-0.05033529,-0.5517668,-0.0790327,Head
-0.06321237,-0.5433161,-0.08202,Head
-0.06779052,-0.5264869,-0.07132059,Head
-0.07171172,-0.5099295,-0.06115938,Head
-0.0572564,-0.5159097,-0.05635422,Head
-0.03982456,-0.5228086,-0.0494464,Head
-0.01925174,-0.548725,-0.05562085,Head
-0.0178931,-0.569486,-0.06935757,Head
-0.02040837,-0.5285758,-0.04293892,Head
-0.01634261,-0.5911756,-0.08327287,Head
-0.03195017,-0.5820324,-0.08701189,Head
-0.01461041,-0.6140637,-0.09662119,Head
-0.02860226,-0.6041545,-0.09937662,Head
-0.04608764,-0.5710592,-0.0907135,Head
-0.04135699,-0.5922118,-0.101958,Head
-0.05225603,-0.5816581,-0.1028914,Head
-0.05801997,-0.561428,-0.09261701,Head
-0.03925144,-0.342858,-0.02334575,Head
-0.06034461,-0.3560126,-0.03515309,Head
-0.05696815,-0.3425811,-0.03013989,Head
-0.04174549,-0.3568131,-0.02668498,Head
-0.04392089,-0.3727607,-0.0287772,Head
-0.06328496,-0.3713505,-0.03846274,Head
-0.0795334,-0.3711454,-0.0455245,Head
-0.07621539,-0.3561953,-0.04149345,Head
-0.07239404,-0.3430128,-0.03540417,Head
-0.05396819,-0.3316075,-0.02544767,Head
-0.03703978,-0.3314628,-0.02045846,Head
-0.06898683,-0.3321917,-0.02947772,Head
-0.06691127,-0.324154,-0.02577297,Head
-0.0521574,-0.3235475,-0.02296399,Head
-0.03571157,-0.3231987,-0.01965398,Head
-0.01883819,-0.3310621,-0.01610035,Head
-0.02000752,-0.3428383,-0.01722474,Head
-0.01813778,-0.322644,-0.01688192,Head
-0.02132747,-0.3572688,-0.01887321,Head
-0.02247972,-0.373784,-0.01969452,Head
-0.1132676,-0.4327284,-0.08387904,Head
-0.1139233,-0.4495754,-0.09133264,Head
-0.1096253,-0.4465555,-0.09586879,Head
-0.1178331,-0.4359608,-0.07880016,Head
-0.1091977,-0.4619567,-0.1072656,Head
-0.105039,-0.459033,-0.1112483,Head
-0.1059044,-0.4440707,-0.09922457,Head
-0.1093131,-0.4300115,-0.08766448,Head
-0.1014295,-0.4566989,-0.1141412,Head
-0.0982351,-0.4560466,-0.1148443,Head
-0.1026305,-0.4432639,-0.1001792,Head
-0.1058532,-0.4289749,-0.08883129,Head
-0.1117109,-0.4147944,-0.0785048,Head
-0.1159746,-0.4177392,-0.07451498,Head
-0.1080116,-0.41351,-0.07974034,Head
-0.109214,-0.3969968,-0.07164389,Head
-0.1131533,-0.3985235,-0.07045793,Head
-0.1176256,-0.4015599,-0.06659795,Head
-0.1209495,-0.4212589,-0.06911179,Head
-0.1227768,-0.4051617,-0.06133294,Head
-0.02220591,-0.5182154,-0.2497389,Head
-0.02686614,-0.5362962,-0.2690266,Head
-0.01866229,-0.5323783,-0.2719573,Head
-0.03188088,-0.5227171,-0.2465154,Head
-0.03984225,-0.5258771,-0.2444908,Head
-0.03371722,-0.5391248,-0.2670563,Head
-0.009556605,-0.5288448,-0.2746649,Head
-0.01138856,-0.5141135,-0.2527812,Head
-0.01322488,-0.5009851,-0.2303422,Head
-0.0257645,-0.5055585,-0.2267587,Head
-0.03693359,-0.5105293,-0.2229989,Head
-0.04604688,-0.5139225,-0.2207155,Head
-0.0431156,-0.4845797,-0.03124697,Head
-0.06354418,-0.4607308,-0.0339044,Head
-0.04423172,-0.4654882,-0.02552555,Head
-0.06194769,-0.4792539,-0.03927705,Head
-0.07750893,-0.474902,-0.04485077,Head
-0.07949254,-0.4570425,-0.03965829,Head
-0.08093788,-0.4392071,-0.03748353,Head
-0.0647032,-0.4422185,-0.03147645,Head
-0.04504013,-0.4464063,-0.02269324,Head
-0.02267654,-0.4695308,-0.01753658,Head
-0.02210294,-0.4890703,-0.02363244,Head
-0.02309146,-0.4499874,-0.01428965,Head
-0.02135283,-0.5087214,-0.032188,Head
-0.04165785,-0.5037,-0.0393194,Head
-0.05986726,-0.4977113,-0.04688257,Head
-0.07493326,-0.4926327,-0.05217695,Head
-0.04567403,-0.4084713,-0.02560125,Head
-0.06497655,-0.3880429,-0.0380443,Head
-0.04517657,-0.3901334,-0.02792344,Head
-0.06563383,-0.4056654,-0.03556824,Head
-0.08214097,-0.4041942,-0.04256588,Head
-0.08143055,-0.387269,-0.04527626,Head
-0.02314595,-0.3918142,-0.01833743,Head
-0.02341246,-0.4108357,-0.01610014,Head
-0.02336553,-0.4303246,-0.01428086,Head
-0.04557472,-0.4273148,-0.02328816,Head
-0.06547123,-0.4237937,-0.03270501,Head
-0.0818987,-0.421549,-0.03921051,Head
-0.09308584,-0.4797827,-0.1536216,Head
-0.08996487,-0.4920952,-0.1759201,Head
-0.08587335,-0.488866,-0.1789221,Head
-0.0972257,-0.4828988,-0.1502808,Head
-0.08202433,-0.4863274,-0.1809852,Head
-0.08930185,-0.4773351,-0.1559672,Head
-0.07852065,-0.48558,-0.1811527,Head
-0.08589087,-0.4766524,-0.1563183,Head
-0.09583276,-0.467623,-0.1333707,Head
-0.09950014,-0.4699735,-0.1307814,Head
-0.0925588,-0.466992,-0.1338864,Head
-0.1036343,-0.4729585,-0.1271555,Head
-0.09864864,-0.4337405,-0.08205892,Head
-0.09967315,-0.4452781,-0.0975121,Head
-0.0956724,-0.4483542,-0.09376383,Head
-0.1027715,-0.4307835,-0.08605425,Head
-0.09532198,-0.4581678,-0.112257,Head
-0.09140725,-0.461285,-0.108694,Head
-0.0892681,-0.4507336,-0.09147516,Head
-0.0920651,-0.4361495,-0.07957089,Head
-0.08520808,-0.4636207,-0.1064698,Head
-0.07910014,-0.4504131,-0.09338174,Head
-0.08160143,-0.4360211,-0.08137733,Head
-0.09364459,-0.4199271,-0.06999013,Head
-0.1004224,-0.417627,-0.07270439,Head
-0.08295271,-0.4199765,-0.07147437,Head
-0.08316115,-0.402029,-0.06309681,Head
-0.09405211,-0.4019202,-0.06203847,Head
-0.1010801,-0.4000003,-0.06481045,Head
-0.1047301,-0.4149711,-0.07688066,Head
-0.1056618,-0.3979241,-0.06888683,Head
-0.07911952,-0.4820753,-0.1500175,Head
-0.07546514,-0.4877247,-0.1784676,Head
-0.07183429,-0.4909891,-0.1747364,Head
-0.08287007,-0.4788309,-0.1536755,Head
-0.06773812,-0.4972582,-0.2036743,Head
-0.06427971,-0.5003872,-0.2000685,Head
-0.06660458,-0.4936005,-0.1717654,Head
-0.07351934,-0.4845906,-0.147323,Head
-0.05945218,-0.502939,-0.1970458,Head
-0.0798395,-0.4747518,-0.1253218,Head
-0.08576673,-0.4723496,-0.1277243,Head
-0.08960498,-0.4691653,-0.1312917,Head
-0.04952898,-0.5242503,-0.24708,Head
-0.04523007,-0.5365259,-0.2704121,Head
-0.04245377,-0.5381665,-0.2686485,Head
-0.05249105,-0.5220684,-0.2494985,Head
-0.03838349,-0.5520967,-0.2894568,Head
-0.03565932,-0.5532988,-0.2881351,Head
-0.03876463,-0.5393905,-0.2672302,Head
-0.04551882,-0.525954,-0.2450449,Head
-0.03216995,-0.5541869,-0.2871545,Head
-0.05241913,-0.5137635,-0.2215612,Head
-0.05682444,-0.5115657,-0.2242015,Head
-0.06003691,-0.5088427,-0.2273019,Head
-0.04610028,-0.424483,-0.1020925,Head
-0.0638084,-0.4453897,-0.1022192,Head
-0.04467384,-0.4381078,-0.1139223,Head
-0.0658382,-0.4313664,-0.09026543,Head
-0.02297739,-0.4310118,-0.1244258,Head
-0.02371259,-0.4176685,-0.1127159,Head
-0.02408694,-0.4034577,-0.1013983,Head
-0.04683438,-0.4096898,-0.09121317,Head
-0.02409007,-0.3883166,-0.08970418,Head
-0.04686022,-0.3935383,-0.08060596,Head
-0.0669028,-0.4158801,-0.07989362,Head
-0.06699055,-0.3986721,-0.0705114,Head
-0.03237251,-0.5866467,-0.3193545,Head
-0.02871093,-0.6035438,-0.3289668,Head
-0.02723651,-0.601874,-0.3304315,Head
-0.03394486,-0.5882573,-0.3178691,Head
-0.02354496,-0.6167191,-0.3368836,Head
-0.02220177,-0.6148594,-0.3381884,Head
-0.02568759,-0.6005658,-0.3316387,Head
-0.03078258,-0.5853549,-0.3205422,Head
-0.0207459,-0.6134144,-0.3393545,Head
-0.01884087,-0.6126322,-0.3398596,Head
-0.02372083,-0.5998971,-0.3320454,Head
-0.02886096,-0.5847161,-0.3209244,Head
-0.03631471,-0.5688494,-0.3065162,Head
-0.03798606,-0.5702285,-0.3053691,Head
-0.03443092,-0.5681883,-0.3068953,Head
-0.03969883,-0.5719082,-0.3039134,Head
-0.01137593,-0.6311817,-0.3436371,Head
-0.01567365,-0.6228331,-0.3432381,Head
-0.01689199,-0.6245524,-0.3422138,Head
-0.0105035,-0.6291451,-0.3444806,Head
-0.009329906,-0.6278691,-0.3454794,Head
-0.01405144,-0.6218221,-0.3439685,Head
-0.01799484,-0.6267353,-0.3412963,Head
-0.01215662,-0.6337225,-0.3431864,Head
-0.006126327,-0.6378106,-0.3435353,Head
-0.005722344,-0.6349763,-0.3435875,Head
-0.005268067,-0.6326737,-0.3442733,Head
-0.004653636,-0.6311755,-0.3454999,Head
-0.02327322,-0.5858096,-0.318553,Head
-0.02099287,-0.6001458,-0.3311085,Head
-0.01803989,-0.6004769,-0.329497,Head
-0.02629353,-0.5850646,-0.3199936,Head
-0.01615022,-0.6127606,-0.3391821,Head
-0.01345308,-0.6126086,-0.3376759,Head
-0.01539807,-0.6000555,-0.3278795,Head
-0.01999295,-0.58636,-0.317406,Head
-0.01152857,-0.610985,-0.3356953,Head
-0.02574815,-0.5704569,-0.3038554,Head
-0.02920609,-0.5696317,-0.3047678,Head
-0.03208086,-0.5686623,-0.3060468,Head
-0.005966988,-0.6266783,-0.346505,Head
-0.003769192,-0.630754,-0.3471746,Head
-0.002881632,-0.6295934,-0.3482303,Head
-0.007645729,-0.62761,-0.3463956,Head
-0.002257856,-0.6258777,-0.3476001,Head
-0.004809701,-0.6233846,-0.3450834,Head
-0.007949527,-0.618591,-0.3412725,Head
-0.009459793,-0.6211796,-0.3431661,Head
-0.01173696,-0.6217638,-0.3440046,Head
-0.09094033,-0.5372686,-0.07692761,Head
-0.09873921,-0.5228233,-0.07318529,Head
-0.09701911,-0.5229288,-0.06899767,Head
-0.09240884,-0.5366077,-0.08068638,Head
-0.1047017,-0.5096734,-0.06610942,Head
-0.1026531,-0.5092394,-0.06133192,Head
-0.09518268,-0.522855,-0.06548509,Head
-0.08935894,-0.5377636,-0.0738631,Head
-0.1004774,-0.5085919,-0.0572186,Head
-0.09785575,-0.5077204,-0.05510994,Head
-0.09285296,-0.5224866,-0.0638915,Head
-0.08724124,-0.537853,-0.07269801,Head
-0.08309741,-0.5540272,-0.08235177,Head
-0.08450761,-0.5529984,-0.08507569,Head
-0.08110674,-0.5545543,-0.08151625,Head
-0.07453565,-0.5730749,-0.09079171,Head
-0.0764894,-0.5720996,-0.09146538,Head
-0.07781186,-0.5705965,-0.09398355,Head
-0.08579337,-0.5518301,-0.08850369,Head
-0.07897556,-0.569016,-0.09718726,Head
-0.1122989,-0.4816929,-0.04736043,Head
-0.1197451,-0.46972,-0.04876211,Head
-0.1162809,-0.468034,-0.04191305,Head
-0.1152397,-0.4829945,-0.05372901,Head
-0.1126583,-0.4657659,-0.03584903,Head
-0.1092104,-0.4799602,-0.04171167,Head
-0.1087844,-0.4630455,-0.03245652,Head
-0.1057987,-0.4778919,-0.03852686,Head
-0.1051517,-0.4942645,-0.04906449,Head
-0.1077513,-0.4954611,-0.05397645,Head
-0.1021634,-0.4928195,-0.04636653,Head
-0.1102136,-0.4963547,-0.05956772,Head
-0.01879428,-0.7079968,-0.1311718,Head
-0.02566272,-0.685383,-0.1313877,Head
-0.01736639,-0.7020518,-0.1322322,Head
-0.02788324,-0.6890746,-0.1304123,Head
-0.03657268,-0.6667185,-0.1278646,Head
-0.03337592,-0.665653,-0.1290718,Head
-0.03103132,-0.6639783,-0.1290276,Head
-0.02508202,-0.6766843,-0.1306622,Head
-0.01709344,-0.6911919,-0.1313348,Head
-0.008760572,-0.7140236,-0.1320305,Head
-0.009458774,-0.7212799,-0.1309167,Head
-0.008658346,-0.7020662,-0.1310118,Head
-0.01044361,-0.7249907,-0.1291128,Head
-0.02071579,-0.7105705,-0.1294724,Head
-0.0306451,-0.6901211,-0.1287867,Head
-0.04006011,-0.6663306,-0.1260918,Head
-0.07953056,-0.53725,-0.07798927,Head
-0.08965297,-0.5217081,-0.06546083,Head
-0.0848786,-0.5214763,-0.06843004,Head
-0.0841638,-0.537297,-0.07463747,Head
-0.09446937,-0.5066148,-0.05634645,Head
-0.08951722,-0.5060793,-0.0590541,Head
-0.07782581,-0.5227481,-0.07103607,Head
-0.07274544,-0.5388668,-0.08106115,Head
-0.08219832,-0.5069184,-0.06135888,Head
-0.06701213,-0.5563102,-0.09096169,Head
-0.07354002,-0.5543566,-0.08744227,Head
-0.06068081,-0.5759162,-0.1007027,Head
-0.06697395,-0.573537,-0.09693258,Head
-0.07807959,-0.5542177,-0.08375344,Head
-0.07147802,-0.573072,-0.09312151,Head
-0.1025277,-0.4096599,-0.0400849,Head
-0.1086773,-0.3995687,-0.0394417,Head
-0.1021178,-0.3939409,-0.04338859,Head
-0.1087737,-0.4147466,-0.03608145,Head
-0.1076447,-0.3840579,-0.04084262,Head
-0.1006405,-0.3783128,-0.04440567,Head
-0.09342326,-0.389538,-0.04619557,Head
-0.09404455,-0.405834,-0.0431589,Head
-0.09162764,-0.3737374,-0.04673589,Head
-0.09370081,-0.4223686,-0.03948379,Head
-0.1020318,-0.4253662,-0.03630196,Head
-0.09260134,-0.4391552,-0.03755875,Head
-0.1007915,-0.4412375,-0.03443564,Head
-0.108046,-0.4296551,-0.03244215,Head
-0.1066061,-0.4446289,-0.03084771,Head
-0.09651365,-0.473807,-0.04250031,Head
-0.1045661,-0.4600025,-0.033622,Head
-0.09896819,-0.4574515,-0.03688181,Head
-0.1018883,-0.4755837,-0.03955014,Head
-0.09095545,-0.4562071,-0.03977233,Head
-0.08870906,-0.4733331,-0.04509619,Head
-0.08580804,-0.4903418,-0.05250198,Head
-0.09337944,-0.4901029,-0.05015097,Head
-0.09853528,-0.4911806,-0.04741725,Head
-0.06362427,-0.612488,-0.1143316,Head
-0.07203819,-0.5886912,-0.1072871,Head
-0.07094395,-0.5905411,-0.1041928,Head
-0.06469853,-0.610495,-0.1174043,Head
-0.06962621,-0.5924346,-0.1017182,Head
-0.06227226,-0.6146444,-0.1117964,Head
-0.06761412,-0.593899,-0.1009699,Head
-0.06018236,-0.6165138,-0.1108402,Head
-0.05419197,-0.6383411,-0.1203862,Head
-0.05557321,-0.6360931,-0.123028,Head
-0.05208056,-0.6404071,-0.1191922,Head
-0.05667385,-0.6340669,-0.1261397,Head
-0.05243737,-0.6191336,-0.1155224,Head
-0.06443682,-0.5944611,-0.1030545,Head
-0.05989927,-0.595532,-0.1066037,Head
-0.05689445,-0.617646,-0.1125046,Head
-0.05380642,-0.5985221,-0.1102493,Head
-0.04683995,-0.6220689,-0.1186265,Head
-0.04596322,-0.6048423,-0.1126231,Head
-0.03985536,-0.6282717,-0.1208065,Head
-0.04023239,-0.644497,-0.1248594,Head
-0.04470962,-0.6431336,-0.1227553,Head
-0.03464622,-0.6492379,-0.1264361,Head
-0.04878939,-0.6418874,-0.1204241,Head
-0.01869346,-0.7510669,-0.1317529,Head
-0.009223651,-0.7558856,-0.1268562,Head
-0.01816251,-0.7518377,-0.1275524,Head
-0.009563897,-0.7551966,-0.1308821,Head
-0.02653178,-0.7447087,-0.128537,Head
-0.02695437,-0.7440788,-0.1327862,Head
-0.03404668,-0.7342117,-0.1296786,Head
-0.03427109,-0.7338254,-0.1338996,Head
-0.02773722,-0.7406598,-0.1361461,Head
-0.01997017,-0.747116,-0.1353919,Head
-0.0342779,-0.7313787,-0.1369338,Head
-0.0104287,-0.751465,-0.1344086,Head
-0.04641225,-0.7026754,-0.1352471,Head
-0.05197633,-0.6819472,-0.1365989,Head
-0.04586088,-0.7021056,-0.1382783,Head
-0.05237025,-0.682525,-0.1337339,Head
-0.04014026,-0.7185551,-0.1380172,Head
-0.04056813,-0.7198999,-0.1350111,Head
-0.0404224,-0.7200598,-0.1308455,Head
-0.04624372,-0.7027404,-0.1311998,Head
-0.0520954,-0.6827409,-0.1299038,Head
-0.02143496,-0.6521939,-0.1201244,Head
-0.03617463,-0.6159031,-0.1123567,Head
-0.024927,-0.6282479,-0.1106385,Head
-0.03123678,-0.6395617,-0.1210517,Head
-0.01270667,-0.6384201,-0.1086569,Head
-0.01090061,-0.6624235,-0.1187869,Head
-0.009461429,-0.6842525,-0.1264179,Head
-0.0186367,-0.6738739,-0.127161,Head
-0.02723964,-0.6606163,-0.1271852,Head
-0.1232423,-0.3655846,-0.03578145,Head
-0.1305452,-0.384861,-0.04168296,Head
-0.1281526,-0.3687881,-0.0382236,Head
-0.1250253,-0.3817722,-0.03887165,Head
-0.1343049,-0.3868055,-0.04422116,Head
-0.1313046,-0.3710676,-0.04041557,Head
-0.12572,-0.3553716,-0.03489557,Head
-0.121246,-0.3514515,-0.0325814,Head
-0.1284471,-0.3581375,-0.03687315,Head
-0.1261442,-0.3499664,-0.03450657,Head
-0.123696,-0.3453259,-0.03249472,Head
-0.1194433,-0.3405209,-0.03028705,Head
-0.1153091,-0.3477441,-0.03068462,Head
-0.1171457,-0.3619279,-0.0338952,Head
-0.113713,-0.3367336,-0.02849185,Head
-0.1068031,-0.3334892,-0.02737989,Head
-0.10831,-0.3440501,-0.02968952,Head
-0.1102727,-0.35778,-0.03322818,Head
-0.1188174,-0.3780307,-0.03688598,Head
-0.112228,-0.3735268,-0.03652903,Head
-0.09475449,-0.3486461,-0.0361451,Head
-0.1055639,-0.3681508,-0.03860387,Head
-0.1030329,-0.353103,-0.03444372,Head
-0.09793431,-0.3628793,-0.04132877,Head
-0.1006495,-0.3401701,-0.03008041,Head
-0.09185625,-0.3366187,-0.03084183,Head
-0.09901158,-0.3303129,-0.02722195,Head
-0.0899948,-0.327534,-0.02733649,Head
-0.08145911,-0.3339106,-0.03095835,Head
-0.08476551,-0.3451586,-0.03693558,Head
-0.07940922,-0.325482,-0.02704199,Head
-0.08844837,-0.3586892,-0.04292199,Head
-0.1178583,-0.3672067,-0.05166567,Head
-0.1136958,-0.3813027,-0.06223628,Head
-0.1136127,-0.3644944,-0.05416803,Head
-0.1180998,-0.384163,-0.05894926,Head
-0.1095688,-0.3795628,-0.06327946,Head
-0.1092957,-0.3625496,-0.05508426,Head
-0.1131782,-0.3494611,-0.04658136,Head
-0.1173621,-0.3523493,-0.04484392,Head
-0.1086147,-0.3472988,-0.04749548,Head
-0.1077455,-0.3353018,-0.04069261,Head
-0.1126665,-0.3376599,-0.03988562,Head
-0.1169695,-0.3408677,-0.03893184,Head
-0.1210418,-0.3560023,-0.04307622,Head
-0.1219503,-0.3701954,-0.04850753,Head
-0.1205553,-0.3454913,-0.03848161,Head
-0.1229739,-0.3502216,-0.03867149,Head
-0.124157,-0.3586949,-0.04134016,Head
-0.125689,-0.3723929,-0.04553518,Head
-0.1228195,-0.3873612,-0.05452898,Head
-0.1273585,-0.3893712,-0.05032953,Head
-0.04488309,-0.3580565,-0.05928057,Head
-0.02371157,-0.3721827,-0.07686445,Head
-0.02302707,-0.3560345,-0.06442911,Head
-0.04616191,-0.3758385,-0.06959252,Head
-0.02211217,-0.340851,-0.0539481,Head
-0.04316738,-0.341659,-0.05077783,Head
-0.02104246,-0.3285516,-0.04459778,Head
-0.04115841,-0.3286267,-0.04309792,Head
-0.06210868,-0.34261,-0.04725465,Head
-0.06439699,-0.3601764,-0.05356525,Head
-0.05942133,-0.3288301,-0.04144911,Head
-0.0749047,-0.3293054,-0.04023014,Head
-0.0778791,-0.3435093,-0.04469591,Head
-0.08039773,-0.3617356,-0.04944859,Head
-0.06608978,-0.379484,-0.06152639,Head
-0.08223395,-0.3819287,-0.05566855,Head
-0.09952025,-0.3618879,-0.05095779,Head
-0.09333318,-0.3819824,-0.05502149,Head
-0.09171423,-0.3620757,-0.04909604,Head
-0.1007082,-0.3808472,-0.05748735,Head
-0.0894217,-0.3441623,-0.04441893,Head
-0.0977297,-0.3448426,-0.04544447,Head
-0.08668201,-0.3301958,-0.0400198,Head
-0.09555007,-0.3315026,-0.04033745,Head
-0.1037963,-0.3458237,-0.04679325,Head
-0.1049895,-0.3618633,-0.05348402,Head
-0.1023056,-0.3332269,-0.04070247,Head
-0.1056798,-0.3797258,-0.06096825,Head
-0.091156,-0.3207293,-0.03045051,Head
-0.08372161,-0.32213,-0.03492826,Head
-0.08112979,-0.319142,-0.03028686,Head
-0.09319487,-0.3236593,-0.0350268,Head
-0.07170114,-0.3211794,-0.03487092,Head
-0.06888801,-0.3181716,-0.02983743,Head
-0.07949588,-0.3204092,-0.02723813,Head
-0.08992534,-0.3221292,-0.02754656,Head
-0.06708486,-0.3193219,-0.02634883,Head
-0.0987171,-0.3244925,-0.02757636,Head
-0.09940718,-0.3228916,-0.03041724,Head
-0.106215,-0.3272495,-0.02776613,Head
-0.1063239,-0.3254099,-0.03040546,Head
-0.100723,-0.325693,-0.03501821,Head
-0.106908,-0.3280497,-0.03485511,Head
-0.1311417,-0.3722413,-0.04236478,Head
-0.1312202,-0.3886667,-0.04770499,Head
-0.1288743,-0.3727314,-0.04359017,Head
-0.1339847,-0.3872478,-0.04620709,Head
-0.1266471,-0.3587021,-0.03969765,Head
-0.12836,-0.3579543,-0.03841541,Head
-0.1241394,-0.3473313,-0.03662512,Head
-0.125336,-0.3458543,-0.03498438,Head
-0.1291436,-0.3583823,-0.03776017,Head
-0.1321264,-0.3719527,-0.04155127,Head
-0.1260294,-0.3472407,-0.03439008,Head
-0.1352322,-0.3871143,-0.04538751,Head
-0.03710012,-0.3178577,-0.02811902,Head
-0.05653144,-0.3208821,-0.03500313,Head
-0.03899981,-0.3209402,-0.03525446,Head
-0.0539901,-0.3178596,-0.02901335,Head
-0.01989356,-0.321056,-0.0355545,Head
-0.01888207,-0.3178171,-0.02745883,Head
-0.01822461,-0.3182877,-0.02095136,Head
-0.03586786,-0.3186371,-0.02256318,Head
-0.05234839,-0.3188565,-0.02457643,Head
-0.1174893,-0.3317629,-0.03132352,Head
-0.112763,-0.3301505,-0.0285545,Head
-0.118241,-0.3339408,-0.02991393,Head
-0.1123467,-0.3280653,-0.0306336,Head
-0.1225291,-0.3393655,-0.0318169,Head
-0.1217658,-0.3374082,-0.0326971,Head
-0.1209522,-0.3393716,-0.03497028,Head
-0.1170387,-0.3340387,-0.03437726,Head
-0.1123519,-0.3305482,-0.03449017,Head
-0.2111067,0.006214,-0.03628065,Body
-0.2134398,-0.03323334,0.01332828,Body
-0.2159768,0.01778745,0.004545644,Body
-0.2095579,-0.04487316,-0.02652929,Body
-0.2115509,-0.02227722,0.05464644,Body
-0.2152527,0.02888717,0.04684485,Body
-0.2180288,0.07292471,-0.007166058,Body
-0.2119005,0.06128892,-0.04933893,Body
-0.2185471,0.08389582,0.03567253,Body
-0.2213945,0.1414925,0.0217536,Body
-0.2195902,0.1311917,-0.02108511,Body
-0.2121711,0.1201632,-0.06431144,Body
-0.2012955,0.0490787,-0.08879131,Body
-0.2019414,-0.005718373,-0.07350011,Body
-0.2000655,0.1083525,-0.1059754,Body
-0.2010886,-0.05747616,-0.06339669,Body
-0.04354613,0.09466134,0.2956637,Body
-0.02171249,0.05483797,0.2971064,Body
